Identification.Model Year,Fuel Information.Highway mpg,Engine Information.Engine Statistics.Horsepower
2011 Ford Shelby GT500 Coupe,23,550
2010 Ford Mustang Shelby GT500 Coupe,23,550
2010 Ford Mustang Shelby GT500 Convertible,22,550
2011 Kia Sedona,25,271
2011 Kia Sedona,25,271
2010 Kia Sedona,23,244
2010 Kia Sedona,23,244
2010 Kia Sedona,23,244
2011 Audi R8 Spyder,20,420
2010 Volkswagen GTI 4-Door,31,200
2011 Audi R8 Spyder,19,525
2012 Kia Sorento,27,175
2012 Kia Sorento,29,175
2012 Kia Sorento,27,175
2012 Kia Sorento,26,276
2012 Kia Sorento,24,276
2012 Kia Sorento,32,191
2012 Kia Sorento,28,191
2012 Kia Sorento,26,276
2012 Kia Sorento,24,276
2012 Kia Sorento,26,276
2012 Kia Sorento,24,276
2012 Audi S4 Sedan,27,333
2010 Chevrolet Camaro Coupe,29,304
2010 Chevrolet Camaro Coupe,29,304
2010 Chevrolet Camaro Coupe,29,304
2010 Chevrolet Camaro Coupe,29,304
2010 Chevrolet Camaro Coupe,29,304
2010 Chevrolet Camaro Coupe,29,304
2010 Chevrolet Camaro Coupe,24,426
2010 Chevrolet Camaro Coupe,25,426
2010 Chevrolet Camaro Coupe,24,426
2010 Chevrolet Camaro Coupe,25,426
2011 Audi S4 Sedan,27,333
2011 Kia Sorento,27,175
2011 Kia Sorento,29,175
2011 Kia Sorento,27,175
2011 Kia Sorento,26,276
2011 Kia Sorento,24,276
2011 Kia Sorento,29,175
2011 Kia Sorento,27,175
2011 Kia Sorento,26,276
2011 Kia Sorento,24,276
2011 Kia Sorento,26,276
2011 Kia Sorento,24,276
2012 Kia Sportage,29,176
2012 Kia Sportage,32,176
2012 Kia Sportage,28,176
2012 Kia Sportage,32,176
2012 Kia Sportage,28,176
2012 Kia Sportage,29,260
2012 Kia Sportage,26,260
2010 Volkswagen Golf 2-Door,41,140
2010 Volkswagen Golf 2-Door,30,170
2010 Volkswagen Golf 2-Door,30,170
2011 Kia Sportage,29,176
2011 Kia Sportage,31,176
2011 Kia Sportage,28,176
2011 Kia Sportage,31,176
2011 Kia Sportage,28,176
2011 Kia Sportage,27,260
2011 Kia Sportage,25,260
2010 Audi S4 Sedan,27,333
2010 Kia Sportage,25,140
2010 Kia Sportage,25,140
2010 Kia Sportage,24,140
2010 Kia Sportage,23,173
2010 Kia Sportage,23,173
2010 Kia Sportage,23,173
2010 Kia Sportage,23,173
2010 Honda Civic Sedan,34,140
2010 Honda Civic Sedan,36,140
2010 Honda Civic Sedan,34,140
2010 Honda Civic Sedan,36,140
2010 Honda Civic Sedan,34,140
2010 Honda Civic Sedan,36,140
2010 Honda Civic Sedan,34,140
2010 Honda Civic Sedan,36,140
2010 Honda Civic Sedan,34,140
2010 Honda Civic Sedan,36,140
2010 Honda Civic Sedan,34,140
2010 Honda Civic Sedan,36,140
2010 Honda Civic Sedan,29,197
2010 Honda Civic Sedan,36,113
2011 Nissan Pathfinder,22,266
2011 Nissan Pathfinder,22,266
2011 Nissan Pathfinder,20,266
2011 Nissan Pathfinder,20,266
2011 Nissan Pathfinder,22,266
2011 Nissan Pathfinder,20,266
2011 Nissan Pathfinder,22,266
2011 Nissan Pathfinder,18,310
2011 Nissan Pathfinder,20,266
2011 Hyundai Santa Fe,28,175
2011 Hyundai Santa Fe,26,276
2011 Hyundai Santa Fe,26,276
2011 Hyundai Santa Fe,26,276
2011 Hyundai Santa Fe,25,175
2011 Hyundai Santa Fe,26,276
2011 Hyundai Santa Fe,28,175
2011 Hyundai Santa Fe,26,175
2011 Hyundai Santa Fe,26,276
2011 Hyundai Santa Fe,26,276
2010 Hyundai Santa Fe,26,276
2010 Hyundai Santa Fe,26,276
2010 Hyundai Santa Fe,27,175
2010 Hyundai Santa Fe,28,175
2010 Hyundai Santa Fe,26,276
2010 Hyundai Santa Fe,26,276
2010 Hyundai Santa Fe,28,175
2010 Hyundai Santa Fe,26,175
2012 Ford Taurus,28,263
2012 Ford Taurus,27,263
2012 Ford Taurus,26,263
2012 Ford Taurus,27,263
2012 Ford Taurus,26,263
2011 Ford Taurus,28,263
2011 Ford Taurus,27,263
2011 Ford Taurus,25,263
2011 Ford Taurus,27,263
2011 Ford Taurus,25,263
2010 Ford Taurus,28,263
2010 Ford Taurus,27,263
2010 Ford Taurus,25,263
2010 Ford Taurus,27,263
2010 Ford Taurus,25,263
2010 Volkswagen Golf 4-Door,30,170
2010 Volkswagen Golf 4-Door,41,140
2011 Volkswagen Golf 2-Door,33,170
2011 Volkswagen Golf 2-Door,31,170
2011 Volkswagen Golf 2-Door,42,140
2011 Ford Edge,26,285
2011 Ford Edge,26,285
2011 Ford Edge,26,285
2011 Ford Edge,26,285
2011 Ford Edge,26,285
2011 Ford Edge,25,305
2011 Ford Edge,23,305
2011 Volkswagen Golf 4-Door,31,170
2011 Volkswagen Golf 4-Door,42,140
2012 Audi S5 Coupe,24,354
2012 Audi S5 Coupe,22,354
2012 Ford Edge,27,285
2012 Ford Edge,27,285
2012 Ford Edge,25,285
2012 Ford Edge,27,285
2012 Ford Edge,25,285
2012 Ford Edge,26,305
2012 Ford Edge,23,305
2010 Ford Edge,25,265
2010 Ford Edge,23,265
2010 Ford Edge,25,265
2010 Ford Edge,23,265
2010 Ford Edge,25,265
2010 Ford Edge,23,265
2010 Ford Edge,25,265
2010 Ford Edge,23,265
2011 Audi S5 Coupe,24,354
2011 Audi S5 Coupe,22,354
2012 Ford Edge,30,240
2012 Ford Edge,30,240
2012 Ford Edge,30,240
2010 Audi S5 Coupe,24,354
2010 Audi S5 Coupe,22,354
2011 Audi S6,21,435
2010 Audi S6,19,435
2011 Honda Civic Sedan,34,140
2011 Honda Civic Sedan,36,140
2011 Honda Civic Sedan,34,140
2011 Honda Civic Sedan,36,140
2011 Honda Civic Sedan,34,140
2011 Honda Civic Sedan,36,140
2011 Honda Civic Sedan,34,140
2011 Honda Civic Sedan,36,140
2011 Honda Civic Sedan,34,140
2011 Honda Civic Sedan,36,140
2011 Honda Civic Sedan,36,140
2011 Honda Civic Sedan,29,197
2011 Honda Civic Sedan,36,113
2012 Chevrolet Corvette Z06,24,505
2012 Chevrolet Corvette Z06,24,505
2012 Chevrolet Corvette Z06,24,505
2011 Chevrolet Corvette Z06,24,505
2011 Chevrolet Corvette Z06,24,505
2011 Chevrolet Corvette Z06,24,505
2010 Chevrolet Corvette Z06,24,505
2010 Chevrolet Corvette Z06,24,505
2010 Chevrolet Corvette Z06,24,505
2012 Chevrolet Corvette Convertible,26,430
2012 Chevrolet Corvette Convertible,25,430
2012 Chevrolet Corvette Convertible,26,430
2012 Chevrolet Corvette Convertible,25,430
2012 Chevrolet Corvette Convertible,26,430
2012 Chevrolet Corvette Convertible,25,430
2012 Chevrolet Corvette Convertible,26,430
2012 Chevrolet Corvette Convertible,25,430
2010 Nissan Pathfinder,20,266
2010 Nissan Pathfinder,22,266
2010 Nissan Pathfinder,22,266
2010 Nissan Pathfinder,20,266
2010 Nissan Pathfinder,18,310
2010 Nissan Pathfinder,20,266
2010 Nissan Pathfinder,22,266
2010  Volkswagen Routan,23,197
2010  Volkswagen Routan,23,197
2010  Volkswagen Routan,25,251
2010  Volkswagen Routan,25,251
2009 Nissan Pathfinder,22,266
2009 Nissan Pathfinder,20,266
2009 Nissan Pathfinder,20,266
2009 Nissan Pathfinder,18,310
2009 Nissan Pathfinder,22,266
2009 Nissan Pathfinder,20,266
2009 Nissan Pathfinder,20,266
2009 Nissan Pathfinder,22,266
2011 Volkswagen Routan,25,283
2011 Volkswagen Routan,25,283
2011 Volkswagen Routan,25,283
2011 Volkswagen Routan,25,283
2010 Volkswagen Tiguan,26,200
2010 Volkswagen Tiguan,24,200
2010 Volkswagen Tiguan,24,200
2010 Volkswagen Tiguan,24,200
2012 Hyundai Sonata,35,198
2012 Hyundai Sonata,35,190
2012 Hyundai Sonata,35,200
2012 Hyundai Sonata,35,190
2012 Hyundai Sonata,35,198
2012 Hyundai Sonata,34,274
2012 Hyundai Sonata,35,198
2012 Hyundai Sonata,34,274
2011 Hyundai Sonata,35,200
2011 Hyundai Sonata,33,274
2011 Hyundai Sonata,35,198
2011 Hyundai Sonata,35,198
2011 Hyundai Sonata,35,274
2011 Hyundai Sonata,35,190
2011 Hyundai Sonata,35,190
2011 Hyundai Sonata,35,200
2010 Hyundai Sonata,32,175
2010 Hyundai Sonata,32,175
2010 Hyundai Sonata,32,168
2010 Hyundai Sonata,32,168
2010 Hyundai Sonata,32,175
2010 Hyundai Sonata,32,175
2010 Hyundai Sonata,32,168
2010 Hyundai Sonata,29,249
2010 Hyundai Sonata,29,249
2011 Honda CR-Z,37,122
2011 Honda CR-Z,37,122
2011 Hyundai Veracruz,22,260
2011 Hyundai Veracruz,22,260
2011 Hyundai Veracruz,21,260
2011 Hyundai Veracruz,21,260
2010 Hyundai Veracruz,22,260
2010 Hyundai Veracruz,23,260
2010 Hyundai Veracruz,22,260
2010 Hyundai Veracruz,23,260
2011 Honda Fit,33,117
2011 Honda Fit,35,117
2011 Honda Fit,33,117
2011 Honda Fit,33,117
2011 Hyundai Sonata Hybrid,40,166
2012 Hyundai Tucson,31,165
2012 Hyundai Tucson,32,176
2012 Hyundai Tucson,28,170
2012 Hyundai Tucson,32,176
2012 Hyundai Tucson,28,170
2012 Hyundai Tucson,32,170
2012 Hyundai Tucson,27,165
2012 Hyundai Tucson,28,176
2012 Hyundai Tucson,32,170
2012 Hyundai Tucson,28,170
2011 Mazda CX-7,28,161
2011 Mazda CX-7,28,161
2011 Mazda CX-7,24,244
2011 Mazda CX-7,21,244
2011 Mazda CX-7,28,161
2011 Mazda CX-7,24,244
2011 Mazda CX-7,21,244
2012 Ford Flex,24,262
2012 Ford Flex,24,262
2012 Ford Flex,23,262
2012 Ford Flex,24,262
2012 Ford Flex,23,262
2012 Ford Flex,22,355
2012 Ford Flex,24,262
2012 Ford Flex,23,262
2012 Ford Flex,22,355
2010 Honda Fit,33,117
2010 Honda Fit,35,117
2010 Honda Fit,33,117
2010 Honda Fit,33,117
2011 Ford Flex,24,262
2011 Ford Flex,24,262
2011 Ford Flex,22,262
2011 Ford Flex,22,355
2011 Ford Flex,24,262
2011 Ford Flex,22,262
2011 Ford Flex,22,355
2011 Ford Flex,24,262
2011 Ford Flex,22,262
2011 Ford Flex,22,355
2010 Mazda CX-7,28,161
2010 Mazda CX-7,28,161
2010 Mazda CX-7,25,244
2010 Mazda CX-7,23,244
2010 Mazda CX-7,25,244
2010 Mazda CX-7,23,244
2011 Hyundai Tucson,31,165
2011 Hyundai Tucson,31,176
2011 Hyundai Tucson,31,170
2011 Hyundai Tucson,28,176
2011 Hyundai Tucson,28,170
2011 Hyundai Tucson,28,176
2011 Hyundai Tucson,31,170
2011 Hyundai Tucson,27,165
2011 Hyundai Tucson,28,170
2011 Hyundai Tucson,31,176
2012 Audi R8 Spyder,20,430
2012 Audi R8 Spyder,19,525
2010 Ford Flex,24,262
2010 Ford Flex,24,262
2010 Ford Flex,22,262
2010 Ford Flex,22,355
2010 Ford Flex,24,262
2010 Ford Flex,22,262
2010 Ford Flex,22,355
2011 Mazda CX-9,24,273
2011 Mazda CX-9,22,273
2011 Mazda CX-9,24,273
2011 Mazda CX-9,22,273
2011 Mazda CX-9,24,273
2011 Mazda CX-9,22,273
2011 Volkswagen Tiguan,26,200
2011 Volkswagen Tiguan,25,200
2011 Volkswagen Tiguan,25,200
2011 Volkswagen Tiguan,25,200
2010 Volkswagen Touareg,19,280
2010 Volkswagen Touareg,25,225
2010 Mercedes-Benz CL-Class,21,382
2010 Mercedes-Benz CL-Class,17,510
2010 Mercedes-Benz CL-Class,18,518
2010 Mercedes-Benz CL-Class,17,621
2011 BMW 1 Series Convertible,28,230
2011 BMW 1 Series Convertible,27,230
2011 BMW 1 Series Convertible,28,300
2011 Mercedes-Benz CL-Class,18,510
2011 Mercedes-Benz CL-Class,21,536
2011 Mercedes-Benz CL-Class,23,429
2011 Mercedes-Benz CL-Class,18,621
2010 BMW 1 Series Coupe,25,300
2010 BMW 1 Series Coupe,25,300
2010 BMW 1 Series Coupe,28,230
2010 BMW 1 Series Coupe,28,230
2010 Hyundai Tucson,31,176
2010 Hyundai Tucson,30,176
2010 Hyundai Tucson,28,170
2010 Hyundai Tucson,28,176
2010 Hyundai Tucson,28,176
2010 Hyundai Tucson,28,170
2010 Hyundai Tucson,31,170
2010 Hyundai Tucson,31,176
2010 Hyundai Tucson,31,170
2011 BMW 1 Series Coupe,28,300
2011 BMW 1 Series Coupe,28,230
2011 BMW 1 Series Coupe,28,230
2010 Mercedes-Benz CLS-Class,21,382
2010 Mercedes-Benz CLS-Class,18,507
2011 Chevrolet Corvette Convertible,26,430
2011 Chevrolet Corvette Convertible,25,430
2011 Chevrolet Corvette Convertible,26,430
2011 Chevrolet Corvette Convertible,25,430
2011 Chevrolet Corvette Convertible,26,430
2011 Chevrolet Corvette Convertible,25,430
2011 Chevrolet Corvette Convertible,26,430
2011 Chevrolet Corvette Convertible,25,430
2011 Mercedes-Benz CLS-Class,18,507
2010 Chevrolet Corvette Convertible,26,430
2010 Chevrolet Corvette Convertible,25,430
2010 Chevrolet Corvette Convertible,26,430
2010 Chevrolet Corvette Convertible,25,430
2010 Chevrolet Corvette Convertible,26,430
2010 Chevrolet Corvette Convertible,25,430
2010 Chevrolet Corvette Convertible,26,430
2010 Chevrolet Corvette Convertible,25,430
2012 Mitsubishi Eclipse Coupe,25,265
2012 Mitsubishi Eclipse Coupe,28,162
2012 Mitsubishi Eclipse Coupe,28,162
2012 Mitsubishi Eclipse Coupe,28,162
2012 Mitsubishi Eclipse Coupe,28,162
2011 Mitsubishi Eclipse Coupe,28,162
2011 Mitsubishi Eclipse Coupe,28,162
2011 Mitsubishi Eclipse Coupe,28,162
2011 Mitsubishi Eclipse Coupe,25,265
2010 Mitsubishi Eclipse Coupe,24,265
2010 Mitsubishi Eclipse Coupe,28,162
2010 Mitsubishi Eclipse Coupe,27,162
2010 Mitsubishi Eclipse Coupe,27,162
2010 Mitsubishi Eclipse Coupe,25,265
2012 Chevrolet Corvette Coupe,26,430
2012 Chevrolet Corvette Coupe,25,430
2012 Chevrolet Corvette Coupe,26,430
2012 Chevrolet Corvette Coupe,25,430
2012 Chevrolet Corvette Coupe,26,430
2012 Chevrolet Corvette Coupe,25,430
2012 Chevrolet Corvette Coupe,26,430
2012 Chevrolet Corvette Coupe,25,430
2010 Toyota RAV4,28,179
2010 Toyota RAV4,27,179
2010 Toyota RAV4,27,269
2010 Toyota RAV4,26,269
2010 Toyota RAV4,28,179
2010 Toyota RAV4,27,179
2010 Toyota RAV4,27,269
2010 Toyota RAV4,26,269
2010 Toyota RAV4,28,179
2010 Toyota RAV4,27,179
2010 Toyota RAV4,27,269
2010 Toyota RAV4,26,269
2012 Mitsubishi Eclipse Spyder,27,162
2012 Mitsubishi Eclipse Spyder,27,162
2012 Mitsubishi Eclipse Spyder,24,265
2011 Chevrolet Corvette Coupe,26,430
2011 Chevrolet Corvette Coupe,25,430
2011 Chevrolet Corvette Coupe,26,430
2011 Chevrolet Corvette Coupe,25,430
2011 Chevrolet Corvette Coupe,26,430
2011 Chevrolet Corvette Coupe,25,430
2011 Chevrolet Corvette Coupe,26,430
2011 Chevrolet Corvette Coupe,25,430
2011 Mitsubishi Eclipse Spyder,27,162
2011 Mitsubishi Eclipse Spyder,24,265
2010 Mitsubishi Eclipse Spyder,24,265
2010 Mitsubishi Eclipse Spyder,26,162
2011 Mitsubishi Endeavor,21,225
2011 Mitsubishi Endeavor,21,225
2011 Mitsubishi Endeavor,19,225
2010 Mitsubishi Endeavor,21,225
2010 Mitsubishi Endeavor,21,225
2010 Mitsubishi Endeavor,19,225
2011 Mitsubishi Galant,30,160
2011 Mitsubishi Galant,30,160
2010 Mitsubishi Galant,30,160
2010 Mitsubishi Galant,30,160
2011 Cadillac CTS-V Sedan,19,556
2011 Cadillac CTS-V Sedan,18,556
2011 Mitsubishi Lancer,33,148
2011 Mitsubishi Lancer,33,148
2011 Mitsubishi Lancer,31,168
2010 Mitsubishi Lancer,31,152
2010 Mitsubishi Lancer,28,168
2010 Mitsubishi Lancer,31,152
2011 Hyundai Veracruz,21,260
2010 Cadillac CTS-V Sedan,19,556
2010 Cadillac CTS-V Sedan,18,556
2011 Cadillac CTS-V Coupe,18,556
2011 Cadillac CTS-V Coupe,19,556
2011 Cadillac CTS-V Wagon,19,556
2011 Cadillac CTS-V Wagon,18,556
2011 Cadillac CTS Sport Sedan,26,270
2011 Cadillac CTS Sport Sedan,27,270
2011 Cadillac CTS Sport Sedan,27,270
2011 Cadillac CTS Sport Sedan,26,270
2011 Cadillac CTS Sport Sedan,27,270
2011 Cadillac CTS Sport Sedan,27,270
2011 Cadillac CTS Sport Sedan,27,270
2011 Cadillac CTS Sport Sedan,25,304
2011 Cadillac CTS Sport Sedan,27,304
2010 Cadillac CTS Sport Sedan,27,270
2011 Cadillac CTS Sport Sedan,25,304
2011 Cadillac CTS Sport Sedan,27,304
2011 Cadillac CTS Sport Sedan,27,304
2011 Cadillac CTS Sport Sedan,26,270
2011 Toyota Sequoia,20,310
2011 Toyota Sequoia,19,310
2011 Toyota Sequoia,18,381
2011 Toyota Sequoia,17,381
2011 Toyota Sequoia,18,381
2011 Toyota Sequoia,18,381
2011 Toyota Sequoia,17,381
2011 Toyota Sequoia,18,381
2011 Toyota Sequoia,18,381
2011 Toyota Sequoia,17,381
2010 BMW 3 Series Convertible,26,230
2010 BMW 3 Series Convertible,26,300
2010 BMW 3 Series Convertible,26,300
2010 BMW 3 Series Convertible,27,230
2009 Infiniti EX,24,297
2009 Infiniti EX,23,297
2009 Infiniti EX,24,297
2009 Infiniti EX,23,297
2011 Mercedes-Benz E-Class Cabriolet,22,382
2011 Mercedes-Benz E-Class Cabriolet,25,268
2011 BMW 3 Series Convertible,26,230
2011 BMW 3 Series Convertible,28,300
2011 BMW 3 Series Convertible,27,230
2011 BMW 3 Series Convertible,26,320
2011 BMW 3 Series Convertible,28,300
2010 Infiniti EX,24,297
2010 Infiniti EX,23,297
2010 Infiniti EX,24,297
2010 Infiniti EX,23,297
2010 Mercedes-Benz E-Class Coupe,23,382
2010 Mercedes-Benz E-Class Coupe,26,268
2011 Mercedes-Benz E-Class Coupe,26,268
2011 Mercedes-Benz E-Class Coupe,23,382
2010 Chevrolet Corvette Coupe,26,430
2010 Chevrolet Corvette Coupe,25,430
2010 Chevrolet Corvette Coupe,26,430
2010 Chevrolet Corvette Coupe,25,430
2010 Chevrolet Corvette Coupe,26,430
2010 Chevrolet Corvette Coupe,25,430
2010 Chevrolet Corvette Coupe,26,430
2010 Chevrolet Corvette Coupe,25,430
2010 Mercedes-Benz E-Class Sedan,24,268
2010 Mercedes-Benz E-Class Sedan,23,382
2010 Mercedes-Benz E-Class Sedan,24,382
2010 Mercedes-Benz E-Class Sedan,26,268
2010 Mercedes-Benz E-Class Sedan,20,518
2010 BMW 3 Series Coup,28,230
2010 BMW 3 Series Coup,25,300
2010 BMW 3 Series Coup,25,230
2010 BMW 3 Series Coup,26,300
2010 BMW 3 Series Coup,26,300
2010 BMW 3 Series Coup,28,230
2010 BMW 3 Series Coup,25,230
2010 BMW 3 Series Coup,25,300
2012 Chevrolet Corvette ZR1,21,638
2012 Chevrolet Corvette ZR1,21,638
2011 Chevrolet Corvette ZR1,20,638
2011 Chevrolet Corvette ZR1,20,638
2010 Chevrolet Corvette ZR1,20,638
2010 Chevrolet Corvette ZR1,20,638
2011 Nissan Sentra,28,200
2011 Nissan Sentra,31,140
2012 Chevrolet Corvette Grand Sport Coupe,26,430
2012 Chevrolet Corvette Grand Sport Coupe,25,430
2012 Chevrolet Corvette Grand Sport Coupe,26,430
2012 Chevrolet Corvette Grand Sport Coupe,25,430
2012 Chevrolet Corvette Grand Sport Coupe,26,430
2012 Chevrolet Corvette Grand Sport Coupe,25,430
2012 Chevrolet Corvette Grand Sport Coupe,26,430
2012 Chevrolet Corvette Grand Sport Coupe,25,430
2011 BMW 3 Series Coup,27,300
2011 BMW 3 Series Coup,28,230
2011 BMW 3 Series Coup,25,230
2011 BMW 3 Series Coup,28,300
2011 BMW 3 Series Coup,28,230
2011 BMW 3 Series Coup,26,230
2011 BMW 3 Series Coup,26,320
2011 BMW 3 Series Coup,26,300
2011 BMW 3 Series Coup,28,300
2011 Chevrolet Corvette Grand Sport Coupe,26,430
2011 Chevrolet Corvette Grand Sport Coupe,25,430
2011 Chevrolet Corvette Grand Sport Coupe,26,430
2011 Chevrolet Corvette Grand Sport Coupe,25,430
2011 Chevrolet Corvette Grand Sport Coupe,26,430
2011 Chevrolet Corvette Grand Sport Coupe,25,430
2011 Chevrolet Corvette Grand Sport Coupe,26,430
2011 Chevrolet Corvette Grand Sport Coupe,25,430
2011 Mercedes-Benz E-Class Sedan,23,382
2011 Mercedes-Benz E-Class Sedan,23,382
2011 Mercedes-Benz E-Class Sedan,24,268
2011 Mercedes-Benz E-Class Sedan,20,518
2011 Mercedes-Benz E-Class Sedan,33,210
2011 Mercedes-Benz E-Class Sedan,24,268
2010 Chevrolet Corvette Grand Sport Coupe,26,430
2010 Chevrolet Corvette Grand Sport Coupe,25,430
2010 Chevrolet Corvette Grand Sport Coupe,26,430
2010 Chevrolet Corvette Grand Sport Coupe,25,430
2010 Chevrolet Corvette Grand Sport Coupe,26,430
2010 Chevrolet Corvette Grand Sport Coupe,25,430
2010 Chevrolet Corvette Grand Sport Coupe,26,430
2010 Chevrolet Corvette Grand Sport Coupe,25,430
2011 Mercedes-Benz E-Class Wagon,23,268
2010 Mercedes-Benz G-Class,15,382
2010 Mercedes-Benz G-Class,15,500
2011 Mercedes-Benz G-Class,15,382
2011 Mercedes-Benz G-Class,13,500
2012 Chevrolet Corvette Grand Sport Convertible,26,430
2012 Chevrolet Corvette Grand Sport Convertible,25,430
2012 Chevrolet Corvette Grand Sport Convertible,26,430
2012 Chevrolet Corvette Grand Sport Convertible,25,430
2012 Chevrolet Corvette Grand Sport Convertible,26,430
2012 Chevrolet Corvette Grand Sport Convertible,25,430
2012 Chevrolet Corvette Grand Sport Convertible,26,430
2012 Chevrolet Corvette Grand Sport Convertible,25,430
2011 Chevrolet Corvette Grand Sport Convertible,26,430
2011 Chevrolet Corvette Grand Sport Convertible,25,430
2011 Chevrolet Corvette Grand Sport Convertible,26,430
2011 Chevrolet Corvette Grand Sport Convertible,25,430
2011 Chevrolet Corvette Grand Sport Convertible,26,430
2011 Chevrolet Corvette Grand Sport Convertible,25,430
2011 Chevrolet Corvette Grand Sport Convertible,26,430
2011 Chevrolet Corvette Grand Sport Convertible,25,430
2010 Chevrolet Corvette Grand Sport Convertible,26,430
2010 Chevrolet Corvette Grand Sport Convertible,25,430
2010 Chevrolet Corvette Grand Sport Convertible,26,430
2010 Chevrolet Corvette Grand Sport Convertible,25,430
2010 Chevrolet Corvette Grand Sport Convertible,26,430
2010 Chevrolet Corvette Grand Sport Convertible,25,430
2010 Chevrolet Corvette Grand Sport Convertible,26,430
2010 Chevrolet Corvette Grand Sport Convertible,25,430
2010 Cadillac CTS Sport Sedan,26,270
2010 Cadillac CTS Sport Sedan,27,270
2011 Cadillac Escalade ESV,18,403
2010 Cadillac CTS Sport Sedan,26,270
2010 Cadillac CTS Sport Sedan,27,270
2010 Cadillac CTS Sport Sedan,27,270
2010 Cadillac CTS Sport Sedan,27,270
2010 Cadillac CTS Sport Sedan,25,304
2010 Cadillac CTS Sport Sedan,27,304
2010 Cadillac CTS Sport Sedan,25,304
2010 Cadillac CTS Sport Sedan,27,304
2010 Cadillac CTS Sport Sedan,27,304
2010 Cadillac CTS Sport Sedan,27,304
2011 Mitsubishi Lancer Evolution,23,291
2010 Mitsubishi Lancer Evolution,22,291
2011 Mitsubishi Lancer Sportback,32,148
2011 Mitsubishi Lancer Sportback,31,168
2010 Mitsubishi Lancer Sportback,27,168
2011 Mitsubishi Outlander,26,230
2010 Mitsubishi Outlander,24,230
2010 Mitsubishi Outlander,25,230
2010 Mitsubishi Outlander,24,230
2011 Cadillac CTS Coupe,27,304
2011 Cadillac CTS Coupe,27,304
2011 Cadillac CTS Coupe,25,304
2011 Cadillac CTS Coupe,27,304
2011 Cadillac CTS Coupe,27,304
2011 Cadillac CTS Coupe,25,304
2011 Cadillac CTS Coupe,27,304
2011 Cadillac CTS Coupe,27,304
2010 Toyota Sequoia,19,310
2010 Toyota Sequoia,19,381
2010 Toyota Sequoia,18,310
2010 Toyota Sequoia,18,381
2010 Toyota Sequoia,18,381
2010 Toyota Sequoia,19,381
2010 Toyota Sequoia,18,381
2010 Toyota Sequoia,18,381
2010 Toyota Sequoia,19,381
2010 Toyota Sequoia,18,381
2010 Toyota Sequoia,18,381
2011 Mitsubishi Outlander Sport,31,148
2011 Cadillac DTS,23,275
